id,z1,z2,z3,z4,z5,z6,z7,z8,z9
641,0.428423,0.057043,0.941351,0.821762,0.503969,-0.331873,-0.575578,-0.71563,-0.195369
642,-0.583984,-1.260657,0.523857,-0.917761,-0.600414,-0.50082,-0.848974,-0.593032,0.039637
643,1.727627,-0.016056,1.094605,1.01384,1.557996,-0.363287,-0.751791,-0.207324,0.272471
644,0.747421,1.73882,0.319683,2.190324,0.73987,0.197829,-0.017471,0.337375,0.37653
645,1.074421,-0.547284,0.851021,-0.79105,-0.653464,-0.425038,-0.078686,0.233297,0.502234
646,1.739071,-0.51228,0.863428,1.675952,1.532545,0.386857,-0.288243,0.194329,0.469475
647,-0.544954,-0.312696,0.478901,0.485837,0.445488,0.155516,-1.097524,0.058998,0.347438
648,0.628761,1.152006,0.536723,0.564688,1.685747,0.447802,0.935956,0.538419,0.444501
649,1.039663,0.183127,1.217113,1.208231,0.498314,-0.123676,1.512051,0.400458,0.556845
650,0.666123,1.677645,1.154425,-0.177987,-0.312696,-0.221094,0.949447,-0.11475,0.607233
651,1.923219,2.010356,0.235751,1.074421,-0.223827,-0.148424,-0.011397,-0.626388,0.388527
652,1.262179,0.525924,0.60872,1.739071,0.866523,0.214723,1.230409,-0.333799,0.632482
653,0.519023,-0.475929,0.829336,0.439202,1.34081,0.493104,0.929531,-0.091078,0.595587
654,0.279509,-0.356592,0.533975,-1.93743,-0.558427,-0.31814,0.780758,0.287864,0.761145
655,-0.371753,0.688733,1.104577,0.972479,1.236625,0.492617,0.803191,0.466731,0.752684
656,0.132215,1.151534,-0.329251,0.122955,0.356156,0.425731,0.076584,0.431073,0.703145
657,0.574284,-0.029685,-0.166104,0.225269,-0.473077,-0.368845,-0.69626,-0.10272,0.492472
658,-1.707669,-0.494034,0.770512,0.408341,0.863472,0.776648,-1.320056,-0.414018,0.344981
659,0.879809,0.56926,1.064211,0.817034,1.828267,0.533545,-0.480483,-0.217911,0.258277
660,0.828635,-0.586187,0.877097,-0.615048,2.170666,1.094605,-0.160175,-0.214484,0.304308
661,-0.359425,0.280705,0.494139,-0.620857,1.60647,1.159043,0.336055,1.265415,0.606298
662,-0.184468,-0.238669,-0.203249,-0.238553,1.26067,0.851021,0.859291,1.218802,0.546194
663,0.708415,-1.02358,0.916566,0.958149,0.682565,-0.174595,0.876816,1.17367,0.49141
664,-0.589532,-1.312668,0.430462,1.192971,0.569735,0.328688,1.0378,0.749457,0.620778
665,-0.978176,0.56114,0.929961,1.211639,-0.679449,0.533975,-0.328012,0.577064,0.489038
666,-0.902696,-0.49349,0.898701,-1.049141,1.11172,1.157332,-1.192276,-0.276221,0.337804
667,0.202924,-1.786849,0.960818,-1.707669,0.703416,1.08538,-0.781588,-0.46011,0.223272
668,-0.329447,1.05617,0.10167,-0.423967,0.8724,1.172309,0.899738,0.199939,0.253129
669,0.753028,-0.34146,-0.055581,0.828635,0.957367,0.77173,-0.435949,-0.728051,0.244217
670,0.593279,-0.680135,0.310333,-1.342643,-1.5402,0.388878,0.339181,-0.496144,0.251419
671,0.821951,1.461448,0.430832,-2.302928,-1.872276,0.13195,0.871217,-0.346157,0.10703
672,0.879291,-0.119487,0.31522,-0.555899,-1.438084,0.641991,1.508781,-0.245023,0.109963
673,-0.495863,-0.288748,0.190503,-1.386839,-1.952347,0.185472,-0.171629,-0.574411,-0.265562
674,0.602985,-0.029706,0.184783,-1.057359,-1.02691,0.547419,0.391515,-0.322682,-0.01289
675,-0.382578,-1.232514,0.785124,0.643252,0.229171,0.684735,-0.575402,-0.27398,0.169924
676,0.330679,-1.29498,0.744842,-0.071623,-0.70007,0.340685,-1.047112,-0.270266,0.301715
677,1.039755,-0.848241,0.50598,0.593279,0.088162,0.430832,-0.322498,0.226587,0.356309
678,0.921161,-0.550585,0.867599,-0.359196,0.826274,0.802445,-0.163955,0.38061,0.407871
679,0.484395,0.629093,0.375073,0.02892,0.167208,0.50598,-0.27281,0.386938,0.47714
680,-0.437534,-0.388946,0.199257,1.36403,1.325847,0.893838,0.158525,0.574892,0.601673
681,-0.445092,-0.418636,0.57023,-0.55098,0.916839,0.788479,-0.630504,-0.108293,0.527598
682,-0.943235,0.09321,-0.211699,-0.659977,0.983907,0.748566,0.526356,-0.164558,0.614091
683,-1.125416,-0.884974,-1.012702,-0.561407,0.999177,0.825995,1.84092,0.299125,0.813014
684,0.002622,0.08498,-0.708398,-0.65568,-0.119487,0.603058,-0.503187,-0.353015,0.757551
685,-0.906553,-0.113383,0.376575,-1.052325,-0.194676,0.73458,1.430318,-0.04761,0.82426
686,-0.422418,0.212284,0.191894,-0.56472,-0.894435,0.235534,0.864064,0.27644,0.994001
687,0.651132,0.299817,-0.368523,0.330679,-1.29498,-0.011752,1.27818,0.817035,1.057329
688,1.013613,-0.094394,-0.059653,-1.576685,-0.872019,-0.586659,0.56169,0.687873,0.934064
689,-0.375936,-0.966183,-0.098934,0.921161,1.069974,0.632541,-0.561586,0.208701,0.653798
690,-0.164965,0.775903,-0.229707,-1.020096,0.248128,0.589822,-0.553435,0.002032,0.479529
691,0.58891,0.625046,-0.342432,0.337983,-0.295882,0.375073,-0.38888,0.169978,0.5167
692,1.019193,-0.215969,-0.451507,-0.571662,-0.705028,-0.415521,0.903461,0.681414,0.529426
693,1.688491,0.603848,-0.272162,-0.296884,-0.039881,0.176695,0.232831,0.729156,0.688718
694,-0.081847,-0.723031,-0.270016,1.791255,0.629093,0.57023,0.764783,1.157405,0.868815
695,0.754081,0.590424,-0.679278,-0.025444,-0.418636,0.265997,-0.962476,0.472084,0.736241
696,0.151653,-0.115107,-0.653314,0.787699,0.10607,0.191894,-1.042355,0.236065,0.639848
697,-0.294754,-0.026467,-0.667011,-0.113179,0.128608,0.147716,-0.776592,-0.522858,0.556969
698,0.380567,-0.531508,-0.19558,-0.153391,0.167656,0.050503,0.15343,-0.627799,0.321313
699,-0.033201,0.691476,-0.837208,-0.884141,-0.610979,-0.124634,-0.355943,-1.037024,0.182845
700,0.149998,-0.924277,-0.370523,1.013613,0.140515,0.073612,0.156258,-1.538549,0.178398
701,-0.802778,-1.502692,-0.977231,-0.335586,0.73764,0.187974,-0.150342,-1.666691,0.109578
702,0.911793,-0.06868,-0.937547,0.645915,-1.004922,-0.240146,-0.297565,-1.689036,0.054364
703,-0.311888,0.239682,-0.938057,-0.081847,-0.048937,-0.060701,1.34072,-0.351257,0.157031
704,-0.204492,-1.660644,-0.737445,0.394429,0.160073,0.001398,0.051275,-0.534129,0.044492
705,0.970472,-0.325055,-0.893376,0.923819,-0.120064,-0.431895,-0.343971,-0.66631,-0.312659
706,0.706107,-0.665104,-1.096644,1.411653,0.127597,-0.366981,0.139922,-0.214109,0.055102
707,0.302564,-0.51542,-1.794051,-0.39936,-0.822415,-0.497549,-1.536724,-0.953431,0.107516
708,0.80052,0.033822,-0.9674,0.071756,0.492073,0.010449,-2.308248,-1.036983,0.167498
709,-0.577839,-0.25735,-1.140322,0.517117,-0.924277,-0.25239,-2.765878,-0.831462,0.169829
710,0.08861,-0.462386,-0.194802,0.073853,-0.546608,-0.977231,-0.804455,0.160318,0.427672
711,-1.474238,0.056474,-1.27752,-0.1508,0.336742,-0.820445,-0.531743,0.203502,0.40594
712,0.405047,0.621677,-0.238538,-0.760419,-0.583038,-0.921332,0.565191,0.65045,0.618467
713,0.973892,-0.397424,-1.29418,0.115372,-0.237762,-0.868261,-0.279663,-0.080234,0.526045
714,1.134309,-0.115043,-1.051606,-0.622363,-1.700403,-1.565977,0.972286,-0.052509,0.593984
715,-0.794802,-0.376348,-0.852931,-0.617591,-0.505081,-1.135426,0.963138,0.138433,0.738115
716,-0.141137,-0.38184,-1.410684,-0.718034,-1.541689,-1.622197,1.198735,0.221413,0.81941
717,-0.515397,0.577028,-1.252508,-0.869424,-1.876741,-1.791269,2.113316,0.559923,0.982122
718,0.859645,-0.693746,-1.276038,0.232266,0.108344,-0.722104,1.894224,1.220443,1.16239
719,-0.740743,-1.237272,-0.279361,-0.221154,-0.185864,-0.893376,0.23807,1.219088,1.241923
720,1.339168,-0.636512,-1.27558,-1.217402,-0.103619,-0.371183,-1.51351,0.065911,0.996656
721,-1.075396,-0.497053,-0.964715,0.455796,-0.25735,-1.263213,0.143807,0.380555,0.917086
722,-1.222456,-0.135722,-0.946764,0.973892,-0.181534,-1.151054,-0.659396,0.008391,0.593421
723,1.157863,0.512059,-1.359702,-0.480966,-0.462386,-1.497113,0.35799,0.019722,0.556088
724,1.272418,0.185632,-1.170455,-0.141137,-0.488665,-1.151181,0.257871,0.174551,0.718653
725,-1.247012,-0.034443,-0.880768,1.321756,0.434156,-1.333775,0.712555,0.541339,0.874676
726,-0.103896,-0.508269,-0.688623,-0.228438,0.441278,-1.104697,-0.143903,0.267961,0.841511
727,-1.095777,0.413782,-0.002383,-1.87725,-0.359083,-1.395151,0.654843,0.419444,0.788607
728,0.396651,0.666007,-0.871089,-0.740743,-0.376348,-1.714896,0.105436,-0.72661,0.646781
729,0.945307,0.086325,-0.554908,1.157863,0.24455,-1.504735,-0.693285,-1.010246,0.435207
730,-0.382169,-0.267525,-0.607258,-1.247012,0.65822,-1.043712,2.101309,-0.907806,0.342687
731,-1.14596,-0.205219,0.035112,1.590652,0.82352,-1.371931,0.227841,-1.760093,0.080599
732,1.347598,-1.993932,0.176426,-0.25036,-1.787439,-1.170455,0.308574,-2.015487,-0.02867
733,-0.829104,0.832352,-0.437052,-0.652179,0.483762,-0.965812,-0.570768,-2.17959,-0.10098
734,3.064374,0.130702,-0.374048,1.05642,1.654615,0.047508,0.643285,-1.110477,0.005917
735,-0.25036,0.407163,-0.335689,0.665029,-1.280759,-0.977326,1.444627,-0.643331,0.165037
736,-0.652179,0.266715,0.349429,-0.367292,1.720976,0.157077,0.377359,-0.64173,-0.019908
737,-0.268938,0.248416,0.103213,-0.671392,0.676426,-0.243689,1.461709,0.091271,-0.23805
738,0.917171,1.493546,-0.188931,-0.524667,-0.497184,-0.778342,1.475659,0.449839,0.002851
739,0.603044,0.676426,-0.428465,-0.290538,1.701351,-0.603381,-0.390621,-0.638957,-0.00404
740,1.409084,0.155257,-0.090333,1.922794,2.067516,-0.362706,-1.661501,-1.220026,-0.154346
741,0.636534,-0.120007,0.053534,1.30604,1.330463,-0.607258,-0.468368,-0.820879,-0.046469
742,-0.290538,0.437853,0.157165,-0.09019,-0.971136,-0.850459,-1.92227,-0.918781,0.190335
743,1.655155,1.534473,0.651309,-0.064128,2.712221,-0.10161,-0.320726,0.476935,0.443424
744,0.062865,2.067516,0.011102,1.500812,2.722497,0.308148,-0.442905,0.513432,0.581982
745,0.969399,1.047372,0.430876,2.089995,0.242488,-0.337061,-0.504675,-0.140006,0.555825
746,2.089995,0.427838,0.399383,0.347118,-0.382225,-0.72736,0.174594,-0.115268,0.648044
747,0.347118,0.468144,0.09492,-0.036117,-0.276348,-0.126474,0.281825,0.090414,0.837714
748,1.193796,-0.264526,0.251252,1.195032,-0.318637,-0.400753,0.389931,0.527036,0.991659
749,3.167223,-0.857178,0.674119,2.613788,0.638642,-0.250251,0.427248,0.623403,1.031348
750,0.561196,1.050282,0.533841,-1.079082,0.151802,-0.543058,0.537356,1.323843,1.282578
751,0.886548,1.237632,0.278229,-0.44002,0.683088,-0.274299,-0.155865,1.247092,1.251905
752,1.999587,-0.30712,0.374438,-0.335914,1.61724,0.518831,0.633886,1.407475,1.220256
753,0.207173,1.29069,0.512545,0.111131,2.312683,0.212472,-0.137472,0.681017,0.997575
754,0.302961,0.167452,0.358108,1.078654,0.716649,0.125959,-0.739224,0.035924,0.858721
755,-0.841238,-0.053677,0.630148,-1.12973,0.481216,-0.24903,-0.473889,-0.176858,0.698474
756,-0.067624,0.581604,0.215324,0.755768,-0.30712,-0.084024,-0.083085,-0.245556,0.752178
757,0.502226,1.287229,0.282517,0.642341,1.36374,0.086451,0.203849,0.01038,0.879791
758,-0.78835,0.777063,0.655701,-0.705352,0.580469,0.188531,-0.684284,-0.433277,0.800985
759,-0.488123,0.904323,0.825124,-1.493377,-1.394069,0.049848,0.117922,-0.699977,0.726072
760,-0.039263,0.512691,0.65589,0.502226,1.298801,0.484292,0.997121,-0.797766,0.59613
761,-0.010705,1.868004,0.616908,-1.179859,-0.513431,0.184704,-1.126032,-2.490839,0.238529
762,-1.453286,1.792332,0.448718,-0.053512,-0.164032,0.349105,1.620477,-2.001009,0.246729
763,-0.053512,2.055036,0.789381,-0.087234,1.067133,0.652398,0.692947,-2.038892,0.081283
764,0.470528,2.467078,0.655761,-0.230525,1.016721,0.616908,-0.015358,-2.287299,-0.052586
765,0.843577,0.120958,0.828275,-1.96202,-0.420175,0.181276,-0.86191,-2.469156,-0.153777
766,-1.506325,2.017875,0.903455,-1.290678,1.803661,0.963346,0.260975,-1.750895,-0.018955
767,-0.279878,2.461336,1.074928,1.271923,1.195312,0.465753,2.258337,-0.57086,0.206315
768,1.209295,-0.699879,1.049123,1.209295,0.657228,0.861776,0.742778,-0.488463,0.199031
769,-0.663035,-0.743637,0.77999,0.023453,-0.676877,0.410517,0.898655,0.867966,-0.090432
770,0.79161,2.089325,0.778608,-0.189583,0.671093,0.449442,0.403945,0.812914,-0.028689
771,0.321463,-1.282405,0.818552,-0.365267,0.516086,0.910063,-1.01434,-0.583112,-0.133768
772,-1.125388,0.901023,0.758305,-0.263445,1.80769,1.042303,-2.125211,-1.49856,-0.306668
773,0.895245,-1.265322,0.46439,0.073503,0.513068,0.877376,0.63062,-0.794407,0.017574
774,-0.545154,0.879434,0.31656,-1.304787,-1.29171,0.217638,0.743225,-0.286252,0.206261
775,-0.795668,2.241399,0.923415,0.434758,1.301557,1.094806,0.387077,0.199914,0.385228
776,-1.732107,1.062593,1.17336,1.491661,2.182628,1.25303,0.747207,0.825758,0.605924
777,0.324567,2.748395,1.316613,-0.190996,0.000124,0.749766,0.581827,0.757267,0.68721
778,1.686955,-0.736126,0.754702,1.889462,1.126398,1.090222,0.943966,0.948126,0.870585
779,0.593288,-0.060787,0.776507,-0.173522,0.901023,1.053482,0.591335,1.01168,0.952186
780,-0.475304,-0.923897,0.532466,-0.593571,-1.420534,0.341946,-0.097741,0.841663,1.105386
781,-0.074593,-0.203172,0.81038,-0.296926,0.879434,1.047682,0.078517,1.02989,1.256387
782,0.684054,-0.370964,1.179878,1.762194,3.291632,1.502942,-0.27213,1.559757,1.332719
783,-0.569772,-0.886885,0.389328,-0.795668,2.229999,1.27846,-0.878186,1.608619,1.302565
784,-0.291916,0.573237,0.396222,-0.746303,0.366828,0.876814,0.283899,1.514634,1.28399
785,-0.231778,1.32503,0.644621,-0.657862,0.249336,0.776507,-0.028329,0.922093,1.120021
786,-0.247752,-0.850808,0.729,1.475468,-0.383065,0.454115,1.086709,0.943868,0.964113
787,-0.230274,-0.321521,0.353519,0.122957,0.931462,1.145747,0.841533,0.582545,0.899568
788,1.655778,0.036195,0.947424,-1.776927,1.592243,1.359137,-1.779604,-0.698728,0.7362
789,-0.33453,-1.128262,1.219546,-0.016128,-0.685137,0.432833,-0.371743,-0.603499,0.735651
790,0.119431,-0.344524,1.213129,1.08777,2.126464,1.42525,-0.935635,-1.099157,0.649924
791,0.488742,-0.790607,0.161076,-0.315069,0.228339,0.663311,-1.953933,-2.165281,0.438003
792,1.053874,-0.92593,0.263773,0.312145,-0.445418,0.702281,0.527461,-2.338932,0.218325
793,0.912404,0.592909,1.085958,-1.421498,-0.449123,0.538953,0.295311,-2.770475,0.130798
794,0.129012,0.028867,1.110257,-2.079556,-1.128262,0.16406,1.119254,-2.473414,-0.002557
795,1.13232,-0.894848,0.034259,0.199066,-0.588458,0.471611,1.424517,-2.191958,-0.075002
796,1.686591,-1.017092,-0.094725,-1.189741,-1.373237,0.081476,0.438555,-2.222857,-0.081663
797,-0.835043,-0.927854,-0.081744,-0.49971,-0.540371,0.018689,0.896508,-1.696094,-0.053196
798,-0.954958,-0.702579,0.800008,0.728646,-0.253219,0.202854,1.757627,-1.361313,0.063146
799,0.981374,0.061879,0.090295,0.312208,-1.041642,0.903237,0.836982,-0.647086,0.114572
800,0.985519,-0.374193,0.341899,1.034599,-0.267676,0.104638,0.909098,-0.368796,0.209079
801,0.192271,1.702376,-0.081647,0.985519,0.083601,0.400713,-0.224376,0.631644,-0.14869
802,0.152384,0.899647,-0.598722,-0.476703,-0.843229,0.341899,1.143809,1.177058,0.006238
803,-0.527866,0.539927,-0.356256,0.288558,1.025501,-0.366636,-1.168238,0.019923,-0.333342
804,0.278101,1.218986,-0.056215,0.297069,1.465446,0.239758,-0.992675,-1.236368,-0.37371
805,1.770607,-1.105692,-0.514966,-0.553168,-1.189342,-0.485976,0.552025,-0.666712,-0.169876
806,-1.018365,0.475758,-0.134257,0.192271,-0.337354,-0.541129,0.853643,0.076861,0.206349
807,-1.077361,0.385958,-0.191485,-0.527866,0.141735,-0.015126,1.621688,1.029006,0.640783
808,-0.293677,-1.266387,-0.438245,-1.371704,0.543772,-0.315508,0.204285,1.044089,0.699003
809,-0.502675,0.997805,-0.180673,0.840059,0.413683,0.096194,0.650583,1.026685,0.82261
810,-0.600982,-0.486672,-0.598041,-0.237572,0.316814,-0.48963,1.985104,1.654581,1.066835
811,-1.04057,-0.583478,-0.546492,0.39758,0.857197,-0.365368,0.051111,1.82244,1.187262
812,0.283328,-0.228492,-0.719585,-2.048907,-0.061925,-0.233463,-1.349729,0.777697,1.139901
813,0.049436,-1.821311,-0.396346,-0.293677,0.052499,-0.03503,-0.384354,1.154212,1.227803
814,-0.384603,-1.508203,-0.328703,-0.502675,-1.266387,-0.151613,0.226632,1.912426,1.390861
815,-0.992611,-1.650831,-0.483313,0.518486,0.086553,-0.495029,0.61477,2.225494,1.441727
816,-1.220713,0.089442,-0.726285,0.291871,0.375722,-0.409649,0.123089,1.921426,1.315266
817,-0.802673,-0.46536,-0.831674,-0.471815,0.831226,-0.047982,0.608806,1.607807,1.353409
818,0.936266,-1.973672,-0.848742,-0.943035,0.086051,-0.535281,-0.029424,1.028025,1.124829
819,-1.650236,-1.814942,-0.950276,0.477163,-1.083863,-0.32766,0.659883,1.032352,1.021308
820,1.485088,-1.222108,-0.809912,1.204532,0.997805,-0.110258,-0.066433,-0.216128,0.93539
821,-0.862986,-0.976782,-0.681995,0.434983,0.753501,-0.111321,-1.250991,-0.994091,0.664247
822,-1.571157,-0.885836,-0.445596,1.320663,0.80854,-0.102001,-1.06738,-1.73136,0.424276
823,1.368616,-0.323238,-0.638484,-0.168582,0.141673,-0.333646,-1.147571,-2.027858,0.381564
824,0.925617,-1.349795,-1.112677,0.936266,0.512932,-0.173901,1.145408,-2.082148,0.297755
825,-0.601258,-1.827024,-0.48672,-1.033898,0.049001,-0.396346,-0.032505,-2.963169,0.003691
826,0.82136,-1.04175,-0.153016,-1.450967,-0.654946,-0.518181,1.893183,-1.874155,0.052852
827,1.020515,0.018363,-0.08937,0.356842,-0.467226,-0.634816,0.708881,-1.788944,0.024584
828,1.155324,0.230902,-1.052123,-1.060009,-1.693652,-0.76094,-0.198702,-1.676596,0.012656
829,0.238409,-0.250698,-0.354839,0.198325,-0.139407,-0.708138,0.687029,-1.106945,0.108621
830,0.25081,-1.623271,-0.467727,0.238409,0.036792,-0.68693,1.259188,-0.10436,0.29155
831,0.302483,-1.301219,0.005555,0.709914,0.230902,-0.691692,-0.446115,-0.776854,0.134412
832,0.786506,-1.567532,0.01368,-0.351061,-0.974381,-0.727261,-0.404433,-0.757529,0.16529
833,0.027523,-0.324444,-0.788099,0.481818,-1.301219,-1.051375,-0.324848,0.484298,-0.237921
834,1.452657,0.323473,-0.130552,1.363806,-1.669816,-1.018638,0.827931,0.886167,-0.214224
835,0.482016,-0.401274,-0.294491,-0.503304,-1.705462,-1.187139,0.235994,0.582887,-0.265368
836,-0.368943,-0.87958,0.157211,1.35155,1.665103,-0.211594,-0.531011,-0.366963,-0.27116
837,0.60153,-0.048859,0.246433,-0.22907,-1.456723,-1.11527,-0.007828,0.152188,-0.142026
838,-0.246289,0.112,-0.255217,1.453023,-0.974158,-1.016982,-1.362017,-0.033124,-0.025525
839,-0.694652,-0.777085,-0.37312,-0.161266,-0.153212,-0.567019,-0.378055,0.901351,0.456568
840,2.157377,-1.430634,-0.276737,1.051293,-1.12232,-1.086681,-0.741319,0.757571,0.763605
841,1.480593,0.837298,-0.036886,0.573752,-0.544876,-0.870046,-1.329847,0.868645,0.798125
842,0.286091,0.083098,0.309133,-1.184071,-0.254768,-0.676297,0.430062,1.513944,1.086277
843,2.209625,1.359005,0.618479,0.50862,1.560685,-0.343295,-0.229393,1.734516,1.264031
844,1.579365,0.229584,-0.135993,-0.033051,0.644133,-0.496842,-1.152443,1.07568,1.285043
845,-1.118968,0.587314,0.062618,-0.48592,0.388923,-0.300456,0.137976,1.424562,1.388222
846,1.06865,2.074053,0.286412,0.713437,0.864943,-0.04018,-1.033085,1.443591,1.397893
847,0.436094,-0.384652,0.107095,1.468272,1.062388,0.010399,0.783513,2.666795,1.60213
848,1.170047,-0.129524,0.304927,-0.35198,-1.435587,-0.760407,0.589717,2.385414,1.515362
849,2.501774,-0.897247,0.774868,1.244423,-0.091718,-0.52941,0.432441,2.084653,1.487315
850,0.673983,0.359351,0.597598,-0.543383,0.837074,-0.154439,-1.372312,1.225594,1.165391
851,-0.50816,1.226915,0.469745,0.770008,1.271593,0.04947,-0.472828,0.25465,0.994955
852,2.180682,0.418031,0.540224,0.729056,-0.17472,-0.037911,-0.962196,-0.209702,0.855522
853,0.980969,0.860821,0.34556,1.254562,0.744216,-0.286775,-0.240083,-0.601323,0.804975
854,-0.125407,1.198719,0.334615,0.651746,0.826546,-0.220449,0.127019,-0.90557,0.534636
855,-0.457358,0.320486,0.535976,0.191887,0.701665,0.129627,-0.963069,-1.754475,0.342204
856,-2.022547,1.724052,1.009442,0.175447,1.17304,0.2702,1.03099,-1.772255,0.2698
857,1.677203,2.174181,0.826519,0.673983,-0.31369,-0.236433,1.273409,-1.57672,0.264697
858,-0.626724,-0.437296,0.780093,0.35478,0.90436,-0.009278,1.296084,-1.507563,0.071212
859,-0.773544,2.280397,0.565559,0.334109,1.640651,0.304235,-0.057463,-1.092948,0.114037
860,0.459124,0.618506,1.120082,2.180682,0.926023,0.182174,-0.622191,-0.708661,0.174896
861,0.577553,-0.259897,0.683947,0.808175,0.76062,-0.135993,0.622028,0.101581,0.338137
862,-0.600207,-0.077662,0.749329,0.078355,0.682564,0.045833,0.622473,0.021579,0.305286
863,0.085966,-0.445113,1.372813,-0.457358,2.401931,0.774868,0.313543,0.142839,0.280523
864,-0.171361,-0.481887,0.853954,-1.012626,-0.473982,0.072763,-0.986265,-0.906133,0.063692
865,-0.648061,-0.02747,1.298169,1.087508,1.178213,0.46991,-0.51084,0.119719,-0.399169
866,0.358791,-0.261234,1.534568,-0.192366,1.266677,0.398606,-0.511762,0.160076,-0.349288
867,0.145284,-0.639617,0.064698,-0.346931,1.504756,0.539908,-0.004492,-0.070101,-0.299441
868,-0.170371,1.125735,-0.348375,-0.262597,0.188121,0.826519,-0.994872,-0.377592,-0.193715
869,-2.082053,1.144149,0.862709,-0.648061,0.914403,0.39576,-0.117984,-0.169176,-0.149199
870,-0.073363,-0.20872,0.960286,-0.91091,0.740718,0.202716,-1.602033,-0.754107,-0.116703
871,-0.401335,0.343787,0.931033,0.861011,-0.266537,0.747587,-0.576898,-0.198396,0.325574
872,-0.212205,1.107293,1.269707,0.02335,1.734278,1.149328,-1.191737,-0.153097,0.545208
873,0.195355,0.506597,1.016091,-0.466648,1.032214,0.908927,-0.816563,0.431603,0.927053
874,-0.433372,-0.727113,0.939486,-0.242859,-0.89026,0.71576,-0.578699,0.73347,1.022463
875,-0.163592,0.271042,0.504523,2.712935,0.076937,0.885514,-0.457795,1.358589,1.210599
876,0.74712,0.496844,-0.001717,-0.061646,1.705952,0.892008,0.049965,1.902492,1.40013
877,0.945278,0.264508,-0.152147,1.584394,-0.183985,1.031441,-0.103731,1.676643,1.491089
878,1.00659,-1.533508,1.259686,1.203581,0.05133,-0.152147,0.544257,2.160485,1.651247
879,1.39513,0.212425,1.423144,-0.546624,-0.633492,1.004925,-0.968094,2.334883,1.604531
880,-2.236452,-0.571688,0.501729,-2.127363,-0.190838,0.608316,0.163949,2.481215,1.62911
881,0.419568,1.644929,0.483929,1.198119,0.559208,1.259686,-0.112644,2.190866,1.554095
882,0.44491,0.507664,-0.347528,0.56024,0.808765,1.457945,-0.643367,1.058108,1.443493
883,0.341736,0.773884,-0.028176,0.426294,-0.492097,0.174898,0.897349,0.60031,1.145185
884,-1.723519,0.554441,-0.085754,0.54174,0.264508,-0.170651,-0.037168,0.408279,0.945232
885,0.668997,0.294636,1.641194,0.682241,-0.250635,0.881479,-0.478516,-0.219647,0.77423
886,-1.382958,-0.843588,1.169625,-0.145721,0.642641,1.145513,-0.727691,-0.66143,0.560159
887,0.373162,1.494523,0.028855,-0.90954,-0.723425,0.409766,-1.161054,-1.331867,0.323443
888,-0.288934,-0.081499,-0.412735,-0.854843,-0.420451,0.267603,-0.804211,-1.702741,0.257211
889,-0.387651,-0.076042,-0.437669,-0.468718,-0.492672,0.103806,0.377188,-1.368376,0.247942
890,-0.488431,-0.620359,-0.491667,0.44491,0.609246,1.266248,2.362213,-0.382637,0.282014
891,-0.373589,-0.984954,0.532303,-1.723519,-0.135233,0.321535,1.03188,-0.335668,0.294745
892,0.595488,1.501315,0.785359,0.107113,-0.287817,0.063135,-1.091913,-0.586137,0.282818
893,0.67943,-1.014636,-0.754096,-0.734081,1.616856,1.54738,-0.485583,0.257862,0.385246
894,1.011561,-1.943681,-0.569559,0.634963,1.711189,1.448594,1.34888,0.890091,0.434839
895,0.89039,0.482347,-0.593529,-0.909522,-0.491272,0.111332,0.645392,0.426831,0.20196
896,0.519624,0.749505,0.063288,0.73052,0.582635,-0.11735,0.098037,0.524457,0.211164
897,0.016866,-0.192456,-0.24754,0.926793,-0.843588,-0.05459,-0.233666,-0.163309,-0.399449
898,0.490521,-0.328072,-0.91747,-1.260439,1.017509,1.421692,-1.694442,-0.866415,-0.449856
899,0.685653,-1.99304,-0.837889,-2.057657,-0.076042,0.423872,-0.082564,-0.366074,-0.338447
900,0.312553,-0.697613,0.950634,-0.935077,-0.722719,-0.147956,-0.844972,-0.841811,-0.319576
901,0.439773,-0.330403,-0.491388,0.617418,0.106505,0.886392,0.212389,-0.683363,-0.133199
902,0.870111,-0.372543,-1.092421,-0.460551,0.434774,1.300567,0.586486,-0.422796,0.094018
903,-0.289018,-1.216011,-1.09971,1.370894,-0.318529,-0.247287,0.027072,-0.352628,0.254397
904,-1.705958,-0.187948,-0.492878,-0.397254,-0.364537,-0.066084,0.715053,-0.078218,0.60553
905,0.549752,-0.29784,-0.712847,0.792314,-0.709054,-0.089716,-0.398033,0.062626,0.835436
906,-1.104989,-2.12493,-1.556451,-0.001313,-1.127348,-0.562783,-1.204564,0.533819,1.036404
907,-1.090799,-1.544683,-2.744249,3.138,0.260944,-0.121667,-0.510552,0.875828,1.143356
908,0.170989,-1.347858,-0.781881,1.154358,0.342772,-0.018143,-0.53994,1.410539,1.425256
909,-2.076654,-0.05319,-2.494484,0.925117,-0.521481,-0.206593,0.185499,1.704261,1.486075
910,-0.578039,-1.720002,-0.630667,-1.025343,-0.297499,-0.766699,0.220393,2.119818,1.553896
911,-1.870282,-0.2258,-1.115449,-1.986703,-1.581466,-0.992821,-0.211752,2.223185,1.592455
912,-0.216429,-0.882329,-0.767218,0.217873,-1.470413,-1.086469,0.227771,2.499588,1.587677
913,-0.851257,-0.488014,-2.089425,0.549752,-0.512071,-0.760958,-0.257947,1.986006,1.488052
