x,y,t,z
0.899828,0.100645,91,-0.319576
0.413294,0.769741,19,-1.159507
0.244733,0.168241,76,0.053058
0.870891,0.021162,10,-0.192785
0.180323,0.882028,99,-2.508004
0.385722,0.94171,92,-0.176581
0.619278,0.391052,34,1.503375
0.178978,0.633439,46,-1.831355
0.503924,0.834901,19,-0.743846
0.420242,0.638877,72,-0.518772
0.231087,0.711439,86,-1.125102
0.238595,0.006271,89,0.48596
0.429987,0.941325,5,-0.869716
0.647906,0.364166,19,-0.200012
0.1308,0.523647,30,-1.325096
0.866196,0.539603,56,0.332697
0.29738,0.271752,79,0.137362
0.207557,0.348725,34,0.479492
0.583625,0.267071,6,0.307922
0.348876,0.691956,99,-1.908662
0.645348,0.650778,34,1.100461
0.90144,0.429109,68,0.447247
0.667145,0.042072,5,-1.614984
0.676309,0.629018,64,1.074454
0.008879,0.171767,54,0.280705
0.306813,0.025906,55,-2.088087
0.042931,0.509088,7,-0.446968
0.463033,0.222228,36,-1.617264
0.109764,0.212218,62,-0.478161
0.920902,0.352543,25,0.214946
0.360181,0.256914,46,0.289094
0.6909,0.076285,56,0.453594
0.674489,0.556531,41,-1.321762
0.29738,0.271752,54,0.055399
0.94347,0.507044,91,1.508987
0.089958,0.700952,74,-1.185754
0.365623,0.011984,17,0.994188
0.4737,0.048593,47,0.070024
0.589154,0.443211,50,0.578864
0.472974,0.695311,84,-0.279917
0.273857,0.5502,34,0.659881
0.460272,0.644614,6,-0.467137
0.332846,0.035821,44,-1.193116
0.483087,0.885058,52,0.245925
0.102831,0.041178,17,0.645111
0.141677,0.802099,60,-0.522314
0.612569,0.100688,37,-0.585877
0.957171,0.262004,80,1.743613
0.680348,0.379114,4,-0.626583
0.027176,0.339631,19,-1.059095
0.807922,0.177744,21,-0.508404
0.356039,0.29862,83,-0.129929
0.921754,0.852213,34,-0.01911
0.143388,0.245019,100,-0.269084
0.787932,0.3684,61,-0.141172
0.10549,0.358478,22,-0.76828
0.568353,0.369469,91,0.197155
0.642886,0.276787,56,0.663754
0.663493,0.859357,63,-0.427522
0.930739,0.489738,27,-0.2135
0.169123,0.485957,30,-1.482084
0.209055,0.223373,88,0.542147
0.856044,0.490482,2,0.392388
0.669014,0.106229,65,0.803944
0.027712,0.914048,99,-2.153153
0.620094,0.069156,86,-0.799854
0.075207,0.859074,84,-0.176062
0.605633,0.167455,66,-0.246066
0.540892,0.167935,71,0.861718
0.956137,0.450082,98,1.084788
0.551838,0.288858,66,-0.012971
0.725066,0.485349,53,0.048537
0.276094,0.30391,5,-1.021302
0.431055,0.011694,99,-0.397014
0.257918,0.274412,99,-1.247614
0.600684,0.818476,16,-1.108289
0.3793,0.427724,52,0.013654
0.519452,0.19283,7,-0.006496
0.137908,0.317918,14,0.451194
0.317542,0.741769,68,-2.434082
0.136067,0.770633,24,-1.125373
0.74613,0.525092,94,0.753698
0.674765,0.005506,20,-1.101062
0.16263,0.940708,28,-0.349234
0.567022,0.766441,9,0.660365
0.557455,0.964346,5,-0.777449
0.916571,0.07998,25,-0.246274
0.331126,0.996184,83,-2.283802
0.365623,0.011984,75,-0.407611
0.432667,0.520729,35,-0.762109
0.067077,0.10089,2,-1.087216
0.484885,0.983593,96,1.867133
0.102831,0.041178,52,0.260601
0.964571,0.840085,89,0.139009
0.963118,0.482151,75,0.504735
0.668596,0.75433,38,-0.663029
0.035002,0.243946,74,-0.329065
0.54573,0.055336,5,-1.180127
0.489934,0.339558,85,0.344559
0.941636,0.549006,92,1.091676
0.174608,0.571834,74,-1.436416
0.638405,0.786255,72,-0.009386
0.855402,0.856094,96,1.288994
0.578253,0.794272,63,-0.716509
0.820669,0.629086,93,0.0735
0.90144,0.429109,12,-0.057846
0.513758,0.082603,31,0.346103
0.607522,0.333968,90,2.326746
0.507165,0.8871,57,0.070728
0.920902,0.352543,59,0.513757
0.445674,0.600912,7,0.016001
0.292906,0.648437,44,-1.593889
0.025934,0.740813,83,-1.33223
0.473207,0.448056,16,0.034958
0.588962,0.830981,28,-0.622549
0.665884,0.611361,52,0.199938
0.137569,0.95668,96,0.157731
0.822654,0.201962,24,0.297979
0.816612,0.552253,87,1.03734
0.07681,0.136769,20,-0.207746
0.866196,0.539603,45,-0.566572
0.856044,0.490482,64,2.95867
0.670078,0.800993,81,0.784853
0.991055,0.115959,29,0.554982
0.517499,0.038468,80,-0.654893
0.019329,0.484778,60,0.587419
0.169332,0.607783,39,-1.373455
0.629638,0.337409,26,0.130821
0.647288,0.225306,87,-0.335103
0.771185,0.857669,79,0.84423
0.349797,0.585661,68,-2.540613
0.641586,0.738585,16,-0.611019
0.371793,0.164598,24,-1.523847
0.638405,0.786255,86,0.681772
0.645932,0.19492,79,0.813448
0.460272,0.644614,32,1.30433
0.90144,0.429109,57,1.508275
0.016054,0.004249,69,-0.740454
0.763876,0.667179,8,0.583325
0.430957,0.205138,2,-0.165951
0.445122,0.706289,82,-0.437444
0.397621,0.22529,72,0.924533
0.550606,0.762509,69,0.478219
0.116996,0.743411,69,-0.450415
0.257918,0.274412,25,-1.310671
0.159544,0.078291,18,-1.045968
0.255564,0.485009,5,-0.799865
0.556456,0.93335,86,-0.170201
0.882229,0.605319,38,-0.638764
0.008879,0.171767,10,-0.519498
0.2946,0.432676,48,-1.900386
0.131193,0.426039,18,-1.358741
0.817323,0.589368,83,0.102114
0.398488,0.277174,92,0.521539
0.118576,0.59721,55,-0.146039
0.490998,0.261531,37,-0.646319
0.577232,0.513596,41,-1.20085
0.418971,0.884014,39,-0.058555
0.400663,0.771536,69,0.007338
0.3368,0.630398,52,-0.880397
0.737841,0.598688,32,1.254731
0.788506,0.03622,16,-0.438197
0.683615,0.912366,100,0.611578
0.257339,0.244225,71,0.871097
0.837886,0.071878,35,0.982842
0.378684,0.994957,56,-0.146744
0.46085,0.296677,32,0.856452
0.255564,0.485009,28,-1.660363
0.520317,0.991117,56,0.428594
0.332846,0.035821,8,-0.157298
0.047904,0.192721,60,0.348168
0.325179,0.293152,91,-0.087448
0.700298,0.41508,82,1.742577
0.316185,0.114081,15,0.079264
0.253643,0.614468,96,0.921223
0.834324,0.361934,87,0.429984
0.675464,0.590378,67,0.761832
0.838381,0.115744,18,-0.393102
0.638072,0.820686,85,0.968459
0.73689,0.695362,90,2.724751
0.421049,0.990779,56,0.219341
0.326051,0.159904,52,0.127117
0.554457,0.074176,64,1.379268
0.554457,0.074176,59,0.975657
0.473207,0.448056,93,-0.821565
0.047904,0.192721,2,-1.061024
0.680508,0.29033,96,0.873084
0.765873,0.941643,83,-1.778357
0.79292,0.67972,94,0.382693
0.901734,0.765045,61,-0.622482
0.2946,0.432676,87,-0.773637
0.674765,0.005506,47,0.499662
0.571898,0.620671,40,-0.946857
0.945601,0.427099,77,0.244462
0.349652,0.081421,26,-0.567177
0.64391,0.956663,71,-0.180384
0.04724,0.996,41,-1.681215
0.943237,0.981942,34,0.121941
0.507601,0.551488,40,-0.766392
0.551297,0.740299,23,0.953407
0.135866,0.636134,40,-2.038368
0.07681,0.136769,52,0.279761
0.92398,0.202851,29,0.330915
0.49601,0.018048,99,-0.420761
0.694361,0.390662,93,0.548243
0.163306,0.104785,89,0.075611
0.486559,0.537031,37,-0.27837
0.328187,0.932965,100,0.664932
0.711228,0.519977,74,-0.194918
0.865552,0.668436,51,0.330245
0.19328,0.509879,23,-0.759069
0.546342,0.224372,60,0.24773
0.069108,0.609314,33,0.310705
0.477177,0.072499,27,-0.978821
0.349797,0.585661,62,-0.347244
0.6909,0.076285,100,0.447271
0.333756,0.880076,88,-0.817489
0.636495,0.378167,86,0.846156
0.835204,0.392346,91,1.388222
0.456185,0.535433,27,-0.77599
0.396948,0.480124,38,-1.495493
0.307778,0.301954,2,-0.691962
0.679583,0.421133,41,-0.281793
0.15129,0.86014,31,-1.093413
0.92616,0.920992,71,-0.544658
0.004045,0.274272,13,0.384954
0.055801,0.259567,75,-0.268823
0.807922,0.177744,74,-0.227371
0.396948,0.480124,26,-0.307722
0.517499,0.038468,54,0.346601
0.257918,0.274412,32,0.980186
0.6907,0.644242,70,0.34934
0.257918,0.274412,100,-0.151682
0.724277,0.414667,32,1.488289
0.299368,0.589727,45,-1.172621
0.180323,0.882028,86,-0.874502
0.724045,0.791879,54,-0.286327
0.455708,0.581004,40,-0.966832
0.46085,0.296677,86,-0.426211
0.427624,0.379739,24,-1.702982
0.619133,0.051272,94,0.588385
0.068225,0.432652,98,-0.742453
0.490998,0.261531,71,0.27038
0.630074,0.69233,86,0.481744
0.775977,0.485997,38,-0.673079
0.412074,0.455348,2,0.27011
0.051457,0.366646,52,-0.087589
0.479656,0.472341,22,-0.275913
0.301868,0.452898,58,-0.765293
0.787997,0.08541,71,0.533491
0.005219,0.115152,24,-1.237359
0.544247,0.63055,72,-0.505141
0.4921,0.921918,51,0.499025
0.413824,0.666824,72,-0.607119
0.963999,0.130573,54,-0.277826
0.044072,0.698444,79,-0.636808
0.787997,0.08541,43,-0.054395
0.604538,0.222829,17,1.210142
0.488356,0.573564,46,-0.00897
0.199344,0.785164,59,-1.151372
0.423005,0.804247,90,0.816211
0.739763,0.541948,100,0.658507
0.676505,0.066368,84,0.813576
0.629638,0.337409,33,0.010102
0.477177,0.072499,17,1.706068
0.117533,0.894295,65,-0.991896
0.147926,0.82988,97,-1.428746
0.040651,0.828594,61,-0.253173
0.238948,0.784994,50,-1.643062
0.797641,0.771142,6,-0.128569
0.454579,0.132393,82,-0.198551
0.51949,0.387889,29,0.787663
0.550606,0.762509,45,-0.775985
0.486056,0.392203,95,0.622353
0.196894,0.308601,36,-0.767098
0.286072,0.677595,63,-0.765931
0.464987,0.972642,26,-0.681495
0.549116,0.715152,41,-1.736935
0.95241,0.08436,18,-0.68271
0.420242,0.638877,2,0.062824
0.40216,0.805304,69,0.031504
0.683647,0.359375,84,1.390332
0.141677,0.802099,100,-0.306372
0.702179,0.145693,72,0.439265
0.351995,0.776688,46,-0.804916
0.710767,0.761622,39,0.503747
0.862095,0.129519,8,0.353519
0.224492,0.441802,27,-1.39543
0.240952,0.145131,10,-0.802895
0.764413,0.003929,44,-0.578424
0.274171,0.659398,33,-0.091079
0.323165,0.416392,32,0.995492
0.960389,0.021514,85,-0.234423
0.979031,0.17044,75,-0.433363
0.215199,0.481874,49,-0.733633
0.213975,0.168087,21,-0.612308
0.804442,0.854248,96,1.198552
0.549116,0.715152,95,-0.164854
0.238595,0.006271,62,-0.145974
0.393609,0.52372,72,-0.406026
0.141286,0.178102,57,0.139342
0.692921,0.950674,34,0.620107
0.51949,0.387889,41,-0.824112
0.238595,0.006271,37,-1.533466
0.076861,0.978363,55,-0.148487
0.4921,0.921918,24,-0.045219
0.755944,0.177296,91,0.206261
0.181221,0.242936,66,-0.386411
0.115314,0.763434,41,-1.449802
0.857417,0.890011,60,0.855104
0.734112,0.206752,80,0.29813
0.758237,0.708936,37,-0.336225
0.112064,0.305791,7,-0.270895
0.394521,0.379824,20,-0.461624
0.74613,0.525092,99,-0.82985
0.555065,0.516121,5,0.033867
0.323165,0.416392,47,-1.190768
0.600684,0.818476,87,0.265704
0.690918,0.28519,8,0.872939
0.650249,0.023045,88,0.51962
0.665884,0.611361,75,0.649374
0.491324,0.646759,36,-1.167498
0.788506,0.03622,64,1.89249
0.117251,0.868907,68,-1.72007
0.231822,0.548513,4,-1.202518
0.954506,0.808805,56,-0.379716
0.700799,0.88534,30,0.146116
0.326051,0.159904,3,0.856818
0.233139,0.853366,71,-0.499957
0.951892,0.672447,22,-0.554021
0.197975,0.453465,32,0.350915
0.828372,0.455163,37,-0.073959
0.682771,0.145306,6,0.218397
0.963999,0.130573,72,-0.945114
0.012708,0.635929,34,-0.644068
0.839381,0.933018,83,-1.364765
0.863655,0.079884,67,0.156825
0.399963,0.0132,3,0.372731
0.340604,0.370492,55,-1.404073
0.116117,0.10364,88,1.233378
0.734577,0.336407,39,0.856732
0.360005,0.854539,23,0.512244
0.581546,0.571397,3,1.69313
0.448559,0.515006,17,-0.140502
0.667145,0.042072,94,0.714839
0.760685,0.23736,61,0.504037
0.327078,0.012698,97,-0.012202
0.116117,0.10364,19,-0.847865
0.823516,0.329529,76,1.474791
0.62049,0.977796,22,0.428763
0.233139,0.853366,3,1.014317
0.137588,0.671822,80,-2.370524
0.009563,0.566677,15,0.429404
0.034884,0.535519,10,-1.418725
0.776114,0.305918,89,1.2872
0.539748,0.102011,84,0.378059
0.517499,0.038468,94,0.633021
0.902752,0.666055,25,0.257598
0.308228,0.98434,13,0.321742
0.398876,0.103248,59,1.090525
0.857417,0.890011,83,-0.970447
0.289288,0.863076,45,-0.299284
0.951892,0.672447,3,1.111391
0.62049,0.977796,27,-1.018088
0.566554,0.48212,49,-0.031889
0.538928,0.202941,68,-0.193688
0.361071,0.120827,60,0.372371
0.929345,0.334522,33,-0.131906
0.897927,0.950747,14,-0.749728
0.964711,0.926711,69,0.122622
0.951892,0.672447,51,-0.383498
0.348876,0.691956,56,0.227727
0.899828,0.100645,60,0.238552
0.083371,0.803456,77,-0.724143
0.137569,0.95668,88,-1.420427
0.263871,0.92329,52,-0.700591
0.193274,0.017939,42,-0.162718
0.695394,0.555253,71,0.595278
0.902557,0.871784,55,0.028583
0.636495,0.378167,72,0.104726
0.544247,0.63055,76,-0.497494
0.866466,0.461035,81,0.701295
0.567022,0.766441,52,0.393698
0.316564,0.819276,44,-1.428816
0.429987,0.941325,91,-0.33266
0.462049,0.805096,7,0.930923
0.182248,0.667098,66,0.353499
0.137569,0.95668,18,-0.12734
0.44798,0.480881,91,-0.570464
0.430957,0.205138,87,-0.982508
0.102019,0.991336,24,-0.583166
0.112064,0.305791,21,0.044884
0.866196,0.539603,11,0.389588
0.258172,0.461776,41,-1.294684
0.921754,0.852213,51,-0.801577
0.670078,0.800993,17,-1.217933
0.361274,0.737182,71,-0.647221
0.636495,0.378167,80,1.361572
0.205414,0.714108,90,0.106354
0.776114,0.305918,20,-0.105244
0.805269,0.302138,69,0.87659
0.507861,0.799341,100,0.677179
0.144415,0.715351,7,-0.843955
0.286072,0.677595,10,-2.202496
0.803863,0.964151,68,-1.364521
0.614474,0.273416,81,0.552233
0.931888,0.632764,30,0.322875
0.05201,0.394795,98,-0.611614
0.351995,0.776688,49,-0.237049
0.712974,0.913902,46,0.198165
0.690918,0.28519,37,-0.022973
0.332846,0.035821,31,0.321749
0.267211,0.162828,78,-0.730721
0.108507,0.932002,27,-1.405944
0.300805,0.893263,30,-0.291776
0.040651,0.828594,30,-0.791713
0.15129,0.86014,61,-0.404638
0.302933,0.792978,31,-1.225152
0.642446,0.496604,66,0.363533
0.860323,0.514806,5,-0.338987
0.00894,0.791968,24,-1.457366
0.920902,0.352543,23,-1.281114
0.619278,0.391052,44,-0.749981
0.323365,0.273192,66,-0.22524
0.947051,0.05011,8,0.024812
0.238424,0.255202,11,0.184072
0.540392,0.990645,83,-1.534172
0.890563,0.391425,67,0.517916
0.740354,0.105268,95,1.249159
0.116117,0.10364,52,0.428416
0.021143,0.703019,17,-0.949224
0.913864,0.107526,14,-0.939437
0.513693,0.285704,31,0.290444
0.855629,0.914508,1,-0.247023
0.822654,0.201962,44,-0.247668
0.048636,0.776776,16,-0.618936
0.207557,0.348725,58,-1.252313
0.193505,0.558054,48,-2.324632
0.773808,0.202265,80,0.541626
0.082088,0.210543,100,-0.370725
0.638405,0.786255,89,0.958103
0.432667,0.520729,78,0.243253
0.554421,0.835179,64,-0.163467
0.177193,0.047571,46,0.453128
0.588962,0.830981,32,0.909059
0.141286,0.178102,43,0.842582
0.30883,0.722854,89,-0.472452
0.137588,0.671822,36,-1.60686
0.173161,0.302632,19,-0.775018
0.171911,0.977008,40,-1.455248
0.796297,0.010572,24,0.011676
0.850235,0.433911,20,-0.828922
0.92884,0.295992,12,-0.269516
0.226198,0.521215,93,-1.988202
0.299539,0.382433,67,0.485011
0.041836,0.457646,54,-0.426123
0.745888,0.660817,76,0.539983
0.604545,0.683035,27,-0.516512
0.240234,0.232251,99,-1.194081
0.835204,0.392346,22,-0.456254
0.536015,0.478917,17,0.165784
0.863655,0.079884,78,-1.457763
0.110728,0.130687,51,0.311086
0.646097,0.598817,22,-0.115178
0.276094,0.30391,25,-1.332238
0.235899,0.928978,100,-0.253135
0.683615,0.912366,91,0.054364
0.746499,0.26819,39,0.859982
0.505425,0.273013,15,0.703648
0.210329,0.27453,90,0.414558
0.692921,0.950674,45,-0.475533
0.366665,0.347446,93,-0.640437
0.462049,0.805096,27,-0.811467
0.261211,0.027012,47,-0.101636
0.027712,0.914048,75,-1.124384
0.866196,0.539603,58,0.620308
0.073333,0.382892,29,0.010486
0.107999,0.636143,65,-0.360955
0.284397,0.620989,27,-1.807908
0.897927,0.950747,58,0.03083
0.427624,0.379739,10,-0.589512
0.316185,0.114081,68,-1.219233
0.333982,0.559015,59,-0.668576
0.137569,0.95668,25,-1.713776
0.267211,0.162828,44,-1.838342
0.829839,0.165809,68,-0.051387
0.505425,0.273013,7,0.319683
0.491324,0.646759,12,-0.759929
0.483087,0.885058,98,-0.320596
0.694361,0.390662,62,1.965633
0.866196,0.539603,60,1.185879
0.302933,0.792978,19,-1.685835
0.946875,0.225233,9,0.720359
0.491324,0.646759,16,-0.865333
0.604538,0.222829,40,-0.624383
0.021462,0.824255,41,-1.947916
0.021462,0.824255,77,-0.588214
0.505425,0.273013,59,0.451771
0.699932,0.263868,28,1.355169
0.034884,0.535519,22,-0.605348
0.597851,0.020572,58,0.616897
0.893603,0.482703,97,0.728156
0.526018,0.926185,78,-0.141035
0.319297,0.805168,6,-1.015566
0.108357,0.574186,95,-0.973981
0.832676,0.981509,90,2.326433
0.991581,0.246235,65,1.521336
0.428052,0.053671,55,-1.157489
0.027176,0.339631,51,-0.999876
0.329231,0.764596,32,0.501632
0.490998,0.261531,54,0.204554
0.3941,0.306877,86,-0.251016
0.49013,0.121824,51,0.153059
0.238595,0.006271,42,-0.169955
0.244766,0.754062,62,-1.598466
0.298877,0.918297,6,-0.974138
0.428475,0.10993,29,0.795969
0.055801,0.259567,68,-1.35337
0.135042,0.288046,59,-0.26458
0.583416,0.297421,40,-0.421748
0.235228,0.955622,25,-1.758708
0.273857,0.5502,77,-0.737728
0.433051,0.615139,72,-0.426291
0.129744,0.588267,94,-0.425422
0.513179,0.652027,10,-0.771877
0.082088,0.210543,52,0.162809
0.120076,0.948345,68,-1.486538
0.055801,0.259567,92,1.2512
0.628492,0.766288,90,2.058929
0.509605,0.509946,51,0.478827
0.797632,0.133551,6,-0.107188
0.169332,0.607783,3,0.618744
0.885766,0.316177,37,-0.098997
0.037689,0.597377,12,-0.881061
0.041118,0.099045,47,-0.071708
0.240952,0.145131,91,-0.436224
0.066879,0.570071,39,-1.246357
0.141286,0.178102,92,1.091388
0.18005,0.141519,9,-0.821276
0.664401,0.518472,99,-0.866594
0.855402,0.856094,18,0.470596
0.797641,0.771142,93,-0.376929
0.540892,0.167935,26,0.40266
0.164492,0.770695,28,-0.664076
0.40216,0.805304,74,-1.477412
0.928836,0.509741,92,0.932768
0.13925,0.476693,84,0.285853
0.006319,0.069549,53,-0.47818
0.740354,0.105268,2,0.024194
0.182264,0.432004,8,-1.339346
0.555065,0.516121,38,-1.673519
0.495238,0.139635,31,0.283267
0.180323,0.882028,61,-0.390962
0.941636,0.549006,20,-0.747233
0.633228,0.883795,69,0.314228
0.92398,0.202851,91,0.398227
0.472374,0.742097,8,0.609113
0.298877,0.918297,65,-0.384953
0.951204,0.365234,10,0.72719
0.047904,0.192721,21,0.212393
0.277583,0.194482,60,0.671502
0.602135,0.928584,64,0.313119
0.694776,0.047628,41,-0.80522
0.073844,0.773457,10,-2.551403
0.510058,0.226293,44,-1.384447
0.646097,0.598817,82,1.079126
0.075681,0.30922,28,-1.456279
0.332846,0.035821,93,0.211341
0.196527,0.327908,41,-1.003173
0.556456,0.93335,96,1.894244
0.273857,0.5502,60,-0.163366
0.051963,0.071492,6,-0.467657
0.786294,0.581807,29,0.523357
0.597851,0.020572,70,-0.353402
0.51949,0.387889,39,0.580393
0.541828,0.129621,57,1.114106
0.745114,0.296907,5,-0.604324
0.460272,0.644614,83,-0.938149
0.956137,0.450082,67,0.422573
0.214516,0.572294,57,-2.229338
0.170951,0.005651,64,0.908627
0.141286,0.178102,64,0.775195
0.333982,0.559015,50,-0.774035
0.51949,0.387889,85,0.448078
0.496471,0.302107,61,0.377406
0.058819,0.416476,57,-1.825483
0.457059,0.730997,59,-0.97433
0.509605,0.509946,68,-1.943057
0.129188,0.540074,98,-0.767249
0.865695,0.326664,5,-0.696177
0.916571,0.07998,55,-0.189025
0.83605,0.134426,22,-1.19719
0.964571,0.840085,25,-0.486237
0.320231,0.392606,89,1.45725
0.009563,0.566677,19,-1.951996
0.46085,0.296677,48,-0.899783
0.102424,0.017355,46,0.471352
0.037689,0.597377,8,-0.779678
0.546935,0.6738,97,-1.034772
0.3243,0.082868,48,-1.204907
0.380562,0.723408,26,-0.833496
0.885766,0.316177,70,-0.59468
0.178978,0.633439,84,-0.221838
0.107999,0.636143,48,-2.274712
0.632806,0.164975,48,-0.342985
0.422093,0.240995,46,0.212351
0.913864,0.107526,52,-0.020002
0.921683,0.599136,13,0.978919
0.274534,0.393176,8,-1.084379
0.678759,0.15972,37,-0.438427
0.03652,0.472641,92,-0.17093
0.069108,0.609314,88,-1.515207
0.37164,0.19246,14,0.235434
0.319297,0.805168,93,-2.356652
0.855771,0.161892,90,0.768458
0.794983,0.422524,93,0.649422
0.18005,0.141519,76,0.130502
0.698829,0.7304,19,-0.849852
0.007824,0.888135,56,-1.597562
0.667145,0.042072,45,-0.276238
0.066879,0.570071,34,-0.299745
0.88158,0.64506,43,-0.50312
0.805883,0.559256,85,1.789581
0.174608,0.571834,12,-1.511828
0.297758,0.117141,94,-0.069245
0.422093,0.240995,72,0.757593
0.764273,0.391637,84,1.625674
0.931888,0.632764,11,0.229905
0.472374,0.742097,10,-1.110807
0.332655,0.660341,10,-1.702126
0.194414,0.112502,85,0.387807
0.445151,0.040929,38,-0.593166
0.238595,0.006271,66,-0.528978
0.075901,0.739776,40,-1.645598
0.272366,0.131769,39,-0.636896
0.352715,0.535672,23,0.130375
0.991055,0.115959,17,-0.035969
0.238624,0.395777,81,-0.990933
0.49013,0.121824,53,-0.276966
0.756166,0.774404,11,0.465606
0.209055,0.223373,15,0.783256
0.888988,0.23509,66,0.232525
0.034884,0.535519,5,-1.704934
0.171911,0.977008,90,-0.766408
0.273857,0.5502,96,0.727633
0.333756,0.880076,67,-0.371448
0.116117,0.10364,85,0.366471
0.862385,0.206889,48,-0.679434
0.633159,0.527477,14,0.578046
0.432667,0.520729,95,-0.212197
0.115314,0.763434,26,-0.851115
0.172559,0.389576,62,-0.226557
0.422625,0.5784,23,0.545207
0.1138,0.276958,77,0.078183
0.048636,0.776776,80,-2.660071
0.484829,0.790525,25,-0.996468
0.041566,0.681291,19,-2.209452
0.065894,0.035325,30,-0.429422
0.111195,0.549311,22,-0.735445
0.740652,0.038788,72,0.453978
0.734577,0.336407,85,1.697871
0.557282,0.786585,43,-1.080438
0.462059,0.203633,75,-0.611017
0.401421,0.212425,48,-1.347237
0.495739,0.860085,40,-0.598065
0.307778,0.301954,23,-0.71693
0.224331,0.663769,53,-0.662929
0.022516,0.661492,88,-1.501852
0.578253,0.794272,94,-0.314111
0.862095,0.129519,26,0.426269
0.620978,0.644806,33,0.113987
0.947051,0.05011,92,0.239373
0.832676,0.981509,48,-1.473565
0.554421,0.835179,11,0.452479
0.862095,0.129519,92,0.476631
0.551297,0.740299,12,-0.059811
0.676505,0.066368,12,-0.766848
0.848927,0.613034,54,-0.114721
0.2579,0.847858,58,-0.987052
0.990846,0.133572,24,0.375284
0.238424,0.255202,62,-0.153044
0.210513,0.765605,92,-1.270693
0.488356,0.573564,40,-0.910727
0.430957,0.205138,94,0.865741
0.477177,0.072499,83,-0.892684
0.931888,0.632764,98,0.52414
0.135866,0.636134,92,-1.189873
0.238595,0.006271,33,0.624577
0.317542,0.741769,88,-0.872031
0.277583,0.194482,20,-0.483888
0.663493,0.859357,58,-0.951294
0.244766,0.754062,8,-1.034618
0.49601,0.018048,36,-1.394805
0.797641,0.771142,36,-0.878266
0.728099,0.954946,47,-1.501435
0.274672,0.773467,54,-0.542933
0.394521,0.379824,69,0.552989
0.855402,0.856094,14,0.005103
0.412074,0.455348,83,-0.554108
0.741677,0.760186,72,0.098511
0.513179,0.652027,22,0.38855
0.352401,0.385477,35,-0.400303
0.05268,0.01966,2,-0.675045
0.756032,0.144071,90,1.012158
0.260336,0.419137,90,0.396326
0.551297,0.740299,36,-1.383726
0.306813,0.025906,13,0.063594
0.118576,0.59721,6,-1.578607
0.544256,0.464647,76,-0.176248
0.129188,0.540074,39,-1.447349
0.005175,0.603875,22,-0.726746
0.115551,0.075064,75,0.245576
0.236646,0.722636,80,-1.737858
0.605633,0.167455,49,-0.826963
0.224492,0.441802,75,-1.720034
0.021128,0.242567,42,-0.894559
0.276094,0.30391,35,-0.622595
0.513179,0.652027,13,0.993827
0.578253,0.794272,70,-0.517119
0.205414,0.714108,38,-2.024524
0.690665,0.23055,73,0.589759
0.630074,0.69233,26,-0.70154
0.964571,0.840085,95,0.002811
0.301868,0.452898,1,-1.344948
0.620978,0.644806,91,0.460465
0.642446,0.496604,62,1.24685
0.147926,0.82988,71,-1.086975
0.448559,0.515006,46,-0.09988
0.818602,0.788829,19,-0.862414
0.340604,0.370492,100,0.122317
0.273746,0.324858,66,-0.258437
0.757367,0.548652,91,0.964113
0.897927,0.950747,15,0.291971
0.679583,0.421133,99,-0.346613
0.459645,0.327575,48,-0.882445
0.524248,0.660756,61,-0.862407
0.149704,0.111023,33,1.216659
0.834462,0.2957,4,-0.697293
0.082088,0.210543,15,0.966043
0.347124,0.617866,92,0.03248
0.479656,0.472341,98,-0.799371
0.302933,0.792978,18,-1.317828
0.948041,0.380488,97,0.162462
0.692921,0.950674,63,-0.26575
0.210513,0.765605,2,-0.685546
0.835204,0.392346,61,0.065608
0.42805,0.544996,84,-0.155998
0.348089,0.660403,89,-0.156452
0.274534,0.393176,38,-1.121181
0.2946,0.432676,79,-0.065018
0.925667,0.440965,54,0.663736
0.756032,0.144071,8,0.848094
0.575167,0.042638,100,0.46323
0.577888,0.099144,15,0.412804
0.460272,0.644614,80,0.163485
0.834324,0.361934,54,1.142988
0.804897,0.924283,21,-0.150894
0.378684,0.994957,39,-0.047195
0.827923,0.704741,40,-0.56242
0.521324,0.864039,8,0.533841
0.427624,0.379739,26,-0.09693
0.10549,0.358478,47,-1.375182
0.261211,0.027012,94,-0.09599
0.04724,0.996,51,0.447656
0.507165,0.8871,41,-1.922684
0.854171,0.958549,18,0.77464
0.578253,0.794272,11,0.574055
0.526069,0.769492,41,-2.06294
0.67643,0.241128,13,1.549351
0.078715,0.632539,91,-1.658963
0.805883,0.559256,43,-0.112755
0.172559,0.389576,31,-1.775137
0.885766,0.316177,13,1.379505
0.332472,0.613376,98,-1.459815
0.755944,0.177296,89,0.704703
0.664401,0.518472,6,-0.236185
0.827372,0.618998,96,1.511631
0.572208,0.703076,86,0.435727
0.041118,0.099045,50,0.104476
0.856865,0.765786,11,0.301475
0.676309,0.629018,74,-0.194595
0.294429,0.5236,42,-0.74258
0.537378,0.550147,83,-0.536141
0.143388,0.245019,45,-1.519451
0.016054,0.004249,89,-0.006366
0.829839,0.165809,8,0.47778
0.551605,0.861557,6,-0.304494
0.299368,0.589727,42,-0.786754
0.240234,0.232251,18,-0.483913
0.483087,0.885058,46,-0.21878
0.607499,0.763591,53,-0.297275
0.348828,0.950336,69,-0.171873
0.174608,0.571834,43,-1.672393
0.116996,0.743411,68,-1.55177
0.607522,0.333968,76,0.629719
